question_number,answer,difficulty,score,accuracy_rate,option1,option2,option3,option4,option5,subject,exam_date,exam_type,ocr_text_raw,ocr_text_clean,ocr_text_tokens,ocr_has_latex,question_type,math_category
11,1,중,4,0.76,0.76,0.06,0.07,0.07,0.05,확률과통계,2025-05-08,학력평가,"11. 수직선 위를 움직이는 점 P 의 시각 \( t(t \geq 0) \) 에서의 위치 \( x \) 가
\[
x=k t^{3}-6 t^{2}+t
\]

이다. 양수 \( k \) 에 대하여 시각 \( t=k \) 에서 점 P 의 속도가 1 일 때, 시각 \( t=2 k \) 에서 점 P 의 가속도는? [4점]
(1) 36
(2) 48
(3) 60
(4) 72
(5) 84","11. 수직선 위를 움직이는 점 P 의 시각 \( t(t \geq 0) \) 에서의 위치 \( x \) 가
\[
x=k t^{3}-6 t^{2}+t
\]

이다. 양수 \( k \) 에 대하여 시각 \( t=k \) 에서 점 P 의 속도가 1 일 때, 시각 \( t=2 k \) 에서 점 P 의 가속도는? [4점]","['11', '.', '수직선', '위', '를', '움직이', '는', '점', 'P', '의', '시각', 't', '(', 't', '\\geq', '0', ')', '에서', '의', '위치', 'x', '가', '\\[', 'x', '=', 'k', 't', '^{', '3', '}-', '6', 't', '^{', '2', '}+', 't', '\\]', '이', '다', '.', '양수', 'k', '에', '대하', '여', '시각', 't', '=', 'k', '에서', '점', 'P', '의', '속도', '가', '1', '일', '때', ',', '시각', 't', '=', '2', 'k', '에서', '점', 'P', '의', '가속도', '는', '?', '[', '4', '점', ']']",True,객관식,미분법
12,3,상,4,0.46,0.05,0.18,0.46,0.18,0.13,확률과통계,2025-05-08,학력평가,"12. 그림과 같이 세 상수 \( a(a>1), k, t \) 에 대하여

두 곡선 \( y=\log _{\mathrm{a}} x, y=-2 \log _{\mathrm{a}} x+k \) 가 만나는 점을 A 라 하고, 직선 \( x=t \) 가 두 곡선 \( y=\log _{a} x, y=-2 \log _{a} x+k \) 와 만나는 점을 각각 \( \mathrm{B}, \mathrm{C} \) 라 하자. 직선 AB 가 원점 O 를 지나고 두 삼각형 \( \mathrm{OCA}, \mathrm{ACB} \) 의 넓이가 2 로 같을 때, \( a \times k \times t \) 의 값은? (단, \( k>0 \) 이고, \( t \) 는 점 A 의 \( x \) 좌표보다 크다.) [4점]
(1) \( 8 \sqrt{2} \)
(2) 16
(3) \( 16 \sqrt{2} \)
(4) 24
(5) \( 24 \sqrt{2} \)","12. 그림과 같이 세 상수 \( a(a>1), k, t \) 에 대하여

두 곡선 \( y=\log _{\mathrm{a}} x, y=-2 \log _{\mathrm{a}} x+k \) 가 만나는 점을 A 라 하고, 직선 \( x=t \) 가 두 곡선 \( y=\log _{a} x, y=-2 \log _{a} x+k \) 와 만나는 점을 각각 \( \mathrm{B}, \mathrm{C} \) 라 하자. 직선 AB 가 원점 O 를 지나고 두 삼각형 \( \mathrm{OCA}, \mathrm{ACB} \) 의 넓이가 2 로 같을 때, \( a \times k \times t \) 의 값은? (단, \( k>0 \) 이고, \( t \) 는 점 A 의 \( x \) 좌표보다 크다.) [4점]","['12', '.', '그림', '과', '같이', '세', '상수', 'a', '(', 'a', '1', ')', 'k', 't', '에', '대하', '여', '두', '곡선', 'y', '=', '\\log', '{', '\\mathrm', '{', 'a', '}', '}', 'x', 'y', '=', '-', '2', '\\log', '{', '\\mathrm', '{', 'a', '}', '}', 'x', '+', 'k', '가', '만나', '는', '점', '을', 'A', '라', '하', '고', ',', '직선', 'x', '=', 't', '가', '두', '곡선', 'y', '=', '\\log', '{', 'a', '}', 'x', 'y', '=', '-', '2', '\\log', '{', 'a', '}', 'x', '+', 'k', '와', '만나', '는', '점', '을', '각각', '\\mathrm', '{', 'B', '}', '\\mathrm', '{', 'C', '}', '라', '하', '자', '.', '직선', 'AB', '가', '원점', 'O', '를', '지나', '고', '두', '삼각형', '\\mathrm', '{', 'OCA', '}', '\\mathrm', '{', 'ACB', '}', '의', '넓이', '가', '2', '로', '같', '을', '때', ',', 'a', '\\times', 'k', '\\times', 't', '의', '값', '은', '?', '(', '단', ',', 'k', '0', '이', '고', ',', 't', '는', '점', 'A', '의', 'x', '좌표', '보다', '크', '다', '.', ')', '[', '4', '점', ']']",True,객관식,지수함수와 로그함수
13,2,상,4,0.38,0.06,0.38,0.25,0.18,0.13,확률과통계,2025-05-08,학력평가,"13. 최고차항의 계수가 1 인 이차함수 \( f(x) \) 에 대하여 곡선 \( y=f(x) \) 와 직선 \( y=x-3 \) 이 \( x \) 좌표가 양수인
두 점 \( \mathrm{A}, \mathrm{B} \) 에서 만난다. 직선 \( y=x-3 \) 과 \( y \) 축이 만나는 점을 C 라 하자. 곡선 \( y=f(x) \) 와 \( y \) 축 및 선분 AC 로 둘러싸인 부분의 넓이를 \( S_{1} \), 곡선 \( y=f(x) \) 와 선분 AB 로 둘러싸인 부분의 넓이를 \( S_{2} \) 라 하자. 곡선 \( y=f(x) \) 와 선분 AB 로 둘러싸인 부분의 넓이를 직선 \( x=3 \) 이 이등분하고, \( S_{2}-2 S_{1}=6 \) 일 때, \( f(-1) \) 의 값은? (단, 점 A 의 \( x \) 좌표는 3 보다 작고, 점 B 의 \( x \) 좌표는 3 보다 크다.)
[4점]
(1) \( \frac{15}{2} \)
(2) 8
(3) \( \frac{17}{2} \)
(4) 9
(5) \( \frac{19}{2} \)","13. 최고차항의 계수가 1 인 이차함수 \( f(x) \) 에 대하여 곡선 \( y=f(x) \) 와 직선 \( y=x-3 \) 이 \( x \) 좌표가 양수인
두 점 \( \mathrm{A}, \mathrm{B} \) 에서 만난다. 직선 \( y=x-3 \) 과 \( y \) 축이 만나는 점을 C 라 하자. 곡선 \( y=f(x) \) 와 \( y \) 축 및 선분 AC 로 둘러싸인 부분의 넓이를 \( S_{1} \), 곡선 \( y=f(x) \) 와 선분 AB 로 둘러싸인 부분의 넓이를 \( S_{2} \) 라 하자. 곡선 \( y=f(x) \) 와 선분 AB 로 둘러싸인 부분의 넓이를 직선 \( x=3 \) 이 이등분하고, \( S_{2}-2 S_{1}=6 \) 일 때, \( f(-1) \) 의 값은? (단, 점 A 의 \( x \) 좌표는 3 보다 작고, 점 B 의 \( x \) 좌표는 3 보다 크다.)
[4점]","['13', '.', '최고차항', '의', '계수', '가', '1', '인', '이', '차', '함수', 'f', '(', 'x', ')', '에', '대하', '여', '곡선', 'y', '=', 'f', '(', 'x', ')', '와', '직선', 'y', '=', 'x', '-', '3', '이', 'x', '좌표', '가', '양수인', '두', '점', '\\mathrm', '{', 'A', '}', '\\mathrm', '{', 'B', '}', '에서', '만난다', '.', '직선', 'y', '=', 'x', '-', '3', '과', 'y', '축', '이', '만나', '는', '점', '을', 'C', '라', '하', '자', '.', '곡선', 'y', '=', 'f', '(', 'x', ')', '와', 'y', '축', '및', '선분', 'AC', '로', '둘러싸인', '부분', '의', '넓이', '를', 'S', '{', '1', '}', ',', '곡선', 'y', '=', 'f', '(', 'x', ')', '와', '선분', 'AB', '로', '둘러싸인', '부분', '의', '넓이', '를', 'S', '{', '2', '}', '라', '하', '자', '.', '곡선', 'y', '=', 'f', '(', 'x', ')', '와', '선분', 'AB', '로', '둘러싸인', '부분', '의', '넓이', '를', '직선', 'x', '=', '3', '이', '이등분', '하', '고', ',', 'S', '{', '2', '}', '-', '2', 'S', '{', '1', '}', '=', '6', '일', '때', ',', 'f', '(', '-', '1', ')', '의', '값', '은', '?', '(', '단', ',', '점', 'A', '의', 'x', '좌표', '는', '3', '보다', '작', '고', ',', '점', 'B', '의', 'x', '좌표', '는', '3', '보다', '크', '다', '.', ')', '[', '4', '점', ']']",True,객관식,적분법
14,4,상,4,0.4,0.05,0.21,0.22,0.4,0.13,확률과통계,2025-05-08,학력평가,"14. 그림과 같이 반지름의 길이가 각각 \( r_{1}, r_{2} \) 인 두 원 \( C_{1}, C_{2} \) 가 만나는 두 점을 \( \mathrm{A}, \mathrm{B} \) 라 하자. 원 \( C_{1} \) 위의 점 C 와 원 \( C_{2} \) 위의 두 점 \( \mathrm{D}, \mathrm{E} \) 에 대하여 세 점 \( \mathrm{C}, \mathrm{A}, \mathrm{D} \) 와 세 점 \( \mathrm{C}, \mathrm{B}, \mathrm{E} \) 가 각각 한 직선 위에 있다.
\[
r_{1}: r_{2}=1: 2, \quad \overline{\mathrm{AC}}=3, \quad \overline{\mathrm{AD}}=5, \quad \overline{\mathrm{DE}}=4
\]

일 때, 선분 CE 의 길이는? [4점]
(1) \( 3 \sqrt{7} \)
(2) \( \sqrt{66} \)
(3) \( \sqrt{69} \)
(4) \( 6 \sqrt{2} \)
(5) \( 5 \sqrt{3} \)","14. 그림과 같이 반지름의 길이가 각각 \( r_{1}, r_{2} \) 인 두 원 \( C_{1}, C_{2} \) 가 만나는 두 점을 \( \mathrm{A}, \mathrm{B} \) 라 하자. 원 \( C_{1} \) 위의 점 C 와 원 \( C_{2} \) 위의 두 점 \( \mathrm{D}, \mathrm{E} \) 에 대하여 세 점 \( \mathrm{C}, \mathrm{A}, \mathrm{D} \) 와 세 점 \( \mathrm{C}, \mathrm{B}, \mathrm{E} \) 가 각각 한 직선 위에 있다.
\[
r_{1}: r_{2}=1: 2, \quad \overline{\mathrm{AC}}=3, \quad \overline{\mathrm{AD}}=5, \quad \overline{\mathrm{DE}}=4
\]

일 때, 선분 CE 의 길이는? [4점]","['14', '.', '그림', '과', '같이', '반지름', '의', '길이', '가', '각각', 'r', '{', '1', '}', 'r', '{', '2', '}', '인', '두', '원', 'C', '{', '1', '}', 'C', '{', '2', '}', '가', '만나', '는', '두', '점', '을', '\\mathrm', '{', 'A', '}', '\\mathrm', '{', 'B', '}', '라', '하', '자', '.', '원', 'C', '{', '1', '}', '위', '의', '점', 'C', '와', '원', 'C', '{', '2', '}', '위', '의', '두', '점', '\\mathrm', '{', 'D', '}', '\\mathrm', '{', 'E', '}', '에', '대하', '여', '세', '점', '\\mathrm', '{', 'C', '}', '\\mathrm', '{', 'A', '}', '\\mathrm', '{', 'D', '}', '와', '세', '점', '\\mathrm', '{', 'C', '}', '\\mathrm', '{', 'B', '}', '\\mathrm', '{', 'E', '}', '가', '각각', '한', '직선', '위', '에', '있', '다', '.', '\\[', 'r', '_{', '1', '}:', 'r', '_{', '2', '}=', '1', ':', '2', ',', '\\', 'quad', '\\', 'overline', '{\\', 'mathrm', '{', 'AC', '}}=', '3', ',', '\\', 'quad', '\\', 'overline', '{\\', 'mathrm', '{', 'AD', '}}=', '5', ',', '\\', 'quad', '\\', 'overline', '{\\', 'mathrm', '{', 'DE', '}}=', '4', '\\]', '일', '때', ',', '선분', 'CE', '의', '길이', '는', '?', '[', '4', '점', ']']",True,객관식,삼각함수
15,5,최상,4,0.18,0.08,0.24,0.25,0.25,0.18,확률과통계,2025-05-08,학력평가,"15. 최고차항의 계수가 1 이고 \( \lim _{x \rightarrow 0} \frac{f(x)}{x}=1 \) 인 사차함수 \( f(x) \) 와 실수 전체의 집합에서 연속인 함수 \( g(x) \) 가 모든 실수 \( x \) 에 대하여
\[
\{g(x)-x\}\{g(x)-f(x)\}=0
\]

을 만족시킨다. 함수 \( g(x) \) 가 다음 조건을 만족시킬 때, 모든 \( \frac{g(-2)}{g(3)} \) 의 값의 합은? [4점]
(가) \( \lim _{x \rightarrow 2} \frac{g(x)-g(2)}{x-2} \) 의 값은 존재하지 않는다.
(나) \( x \geq a \) 인 모든 실수 \( x \) 에 대하여 \( g(-x)=-g(x) \) 를 만족시키는 실수 \( a \) 의 최솟값은 4 이다.
(1) \( -\frac{41}{3} \)
(2) -13
(3) \( -\frac{37}{3} \)
(4) \( -\frac{35}{3} \)
(5) -11","15. 최고차항의 계수가 1 이고 \( \lim _{x \rightarrow 0} \frac{f(x)}{x}=1 \) 인 사차함수 \( f(x) \) 와 실수 전체의 집합에서 연속인 함수 \( g(x) \) 가 모든 실수 \( x \) 에 대하여
\[
\{g(x)-x\}\{g(x)-f(x)\}=0
\]

을 만족시킨다. 함수 \( g(x) \) 가 다음 조건을 만족시킬 때, 모든 \( \frac{g(-2)}{g(3)} \) 의 값의 합은? [4점]","['15', '.', '최고차항', '의', '계수', '가', '1', '이', '고', '\\lim', '{', 'x', '\\rightarrow', '0', '}', '\\frac', '{', 'f', '(', 'x', ')', '}', '{', 'x', '}', '=', '1', '인', '사', '차', '함수', 'f', '(', 'x', ')', '와', '실수', '전체', '의', '집합', '에서', '연속', '인', '함수', 'g', '(', 'x', ')', '가', '모든', '실수', 'x', '에', '대하', '여', '\\[', '\\{', 'g', '(', 'x', ')', '-', 'x', '\\}\\{', 'g', '(', 'x', ')', '-', 'f', '(', 'x', ')', '\\}=', '0', '\\]', '을', '만족', '시킨다', '.', '함수', 'g', '(', 'x', ')', '가', '다음', '조건', '을', '만족', '시킬', '때', ',', '모든', '\\frac', '{', 'g', '(', '-', '2', ')', '}', '{', 'g', '(', '3', ')', '}', '의', '값', '의', '합', '은', '?', '[', '4', '점', ']']",True,객관식,미분법
16,10,중하,3,0.86,0.0,0.0,0.0,0.0,0.0,확률과통계,2025-05-08,학력평가,"16. 방정식
\[
\log _{\sqrt{3}}(x-3)=\log _{3}(5 x-1)
\]

을 만족시키는 실수 \( x \) 의 값을 구하시오. [3점]","16. 방정식
\[
\log _{\sqrt{3}}(x-3)=\log _{3}(5 x-1)
\]

을 만족시키는 실수 \( x \) 의 값을 구하시오. [3점]","['16', '.', '방정식', '\\[', '\\', 'log', '_{\\', 'sqrt', '{', '3', '}}(', 'x', '-', '3', ')', '=\\', 'log', '_{', '3', '}(', '5', 'x', '-', '1', ')', '\\]', '을', '만족', '시키', '는', '실수', 'x', '의', '값', '을', '구하', '시', '오', '.', '[', '3', '점', ']']",True,주관식,지수함수와 로그함수
17,2,중하,3,0.8,0.0,0.0,0.0,0.0,0.0,확률과통계,2025-05-08,학력평가,17. \( \int_{0}^{a}\left(4 x^{2}-3 x\right) d x=\int_{0}^{a}\left(x^{2}+x\right) d x \) 를 만족시키는 양수 \( a \) 의 값을 구하시오. [3점],17. \( \int_{0}^{a}\left(4 x^{2}-3 x\right) d x=\int_{0}^{a}\left(x^{2}+x\right) d x \) 를 만족시키는 양수 \( a \) 의 값을 구하시오. [3점],"['17', '.', '\\int', '{', '0', '}', '^', '{', 'a', '}', '\\left', '(', '4', 'x', '^', '{', '2', '}', '-', '3', 'x', '\\right', ')', 'd', 'x', '=', '\\int', '{', '0', '}', '^', '{', 'a', '}', '\\left', '(', 'x', '^', '{', '2', '}', '+', 'x', '\\right', ')', 'd', 'x', '를', '만족', '시키', '는', '양수', 'a', '의', '값', '을', '구하', '시', '오', '.', '[', '3', '점', ']']",True,주관식,적분법
18,23,중하,3,0.83,0.0,0.0,0.0,0.0,0.0,확률과통계,2025-05-08,학력평가,"18. 두 수열 \( \left\{a_{n}\right\},\left\{b_{n}\right\} \) 에 대하여
\[
\sum_{k=1}^{5}\left(a_{k}+3\right)=30, \quad \sum_{k=1}^{5}\left(2 a_{k}+b_{k}\right)=53
\]

일 때, \( \sum_{k=1}^{5} b_{k} \) 의 값을 구하시오. [3점]","18. 두 수열 \( \left\{a_{n}\right\},\left\{b_{n}\right\} \) 에 대하여
\[
\sum_{k=1}^{5}\left(a_{k}+3\right)=30, \quad \sum_{k=1}^{5}\left(2 a_{k}+b_{k}\right)=53
\]

일 때, \( \sum_{k=1}^{5} b_{k} \) 의 값을 구하시오. [3점]","['18', '.', '두', '수열', '\\left', '{', 'a', '{', 'n', '}', '\\right', '}', '\\left', '{', 'b', '{', 'n', '}', '\\right', '}', '에', '대하', '여', '\\[', '\\', 'sum', '_{', 'k', '=', '1', '}^{', '5', '}\\', 'left', '(', 'a', '_{', 'k', '}+', '3', '\\', 'right', ')', '=', '30', ',', '\\', 'quad', '\\', 'sum', '_{', 'k', '=', '1', '}^{', '5', '}\\', 'left', '(', '2', 'a', '_{', 'k', '}+', 'b', '_{', 'k', '}\\', 'right', ')', '=', '53', '\\]', '일', '때', ',', '\\sum', '{', 'k', '=', '1', '}', '^', '{', '5', '}', 'b', '{', 'k', '}', '의', '값', '을', '구하', '시', '오', '.', '[', '3', '점', ']']",True,주관식,수열
19,16,중상,3,0.57,0.0,0.0,0.0,0.0,0.0,확률과통계,2025-05-08,학력평가,"19. 최고차항의 계수가 1 인 삼차함수 \( f(x) \) 에 대하여 곡선 \( y=f(x) \) 위의 점 \( (0,1) \) 에서의 접선이 곡선 \( y=f(x) \) 와 점 \( (1,0) \) 에서 만난다. \( f(3) \) 의 값을 구하시오. [3점]","19. 최고차항의 계수가 1 인 삼차함수 \( f(x) \) 에 대하여 곡선 \( y=f(x) \) 위의 점 \( (0,1) \) 에서의 접선이 곡선 \( y=f(x) \) 와 점 \( (1,0) \) 에서 만난다. \( f(3) \) 의 값을 구하시오. [3점]","['19', '.', '최고차항', '의', '계수', '가', '1', '인', '삼', '차', '함수', 'f', '(', 'x', ')', '에', '대하', '여', '곡선', 'y', '=', 'f', '(', 'x', ')', '위', '의', '점', '(', '0', '1', ')', '에서', '의', '접선', '이', '곡선', 'y', '=', 'f', '(', 'x', ')', '와', '점', '(', '1', '0', ')', '에서', '만난다', '.', 'f', '(', '3', ')', '의', '값', '을', '구하', '시', '오', '.', '[', '3', '점', ']']",True,주관식,미분법
20,110,최상,4,0.19,0.0,0.0,0.0,0.0,0.0,확률과통계,2025-05-08,학력평가,"20. 양수 \( t \) 에 대하여 닫힌구간 \( \left[0, \frac{2}{t}\right] \) 에서 정의된 두 함수
\[
f(x)=\sqrt{3} \sin (t \pi x), \quad g(x)=-3 \cos (t \pi x)
\]

가 있다. \( 0<k<\frac{2}{t} \) 인 상수 \( k \) 에 대하여 \( f(k)=g(k)=3 k \) 일 때, \( 60(t+k) \) 의 값을 구하시오. [4점]","20. 양수 \( t \) 에 대하여 닫힌구간 \( \left[0, \frac{2}{t}\right] \) 에서 정의된 두 함수
\[
f(x)=\sqrt{3} \sin (t \pi x), \quad g(x)=-3 \cos (t \pi x)
\]

가 있다. \( 0<k<\frac{2}{t} \) 인 상수 \( k \) 에 대하여 \( f(k)=g(k)=3 k \) 일 때, \( 60(t+k) \) 의 값을 구하시오. [4점]","['20', '.', '양수', 't', '에', '대하', '여', '닫힌구간', '\\left', '0', '\\frac', '{', '2', '}', '{', 't', '}', '\\right', '에서', '정의', '된', '두', '함수', '\\[', 'f', '(', 'x', ')', '=\\', 'sqrt', '{', '3', '}', '\\', 'sin', '(', 't', '\\', 'pi', 'x', ')', ',', '\\', 'quad', 'g', '(', 'x', ')', '=-', '3', '\\', 'cos', '(', 't', '\\', 'pi', 'x', ')', '\\]', '가', '있', '다', '.', '0', 'k', '\\frac', '{', '2', '}', '{', 't', '}', '인', '상수', 'k', '에', '대하', '여', 'f', '(', 'k', ')', '=', 'g', '(', 'k', ')', '=', '3', 'k', '일', '때', ',', '60', '(', 't', '+', 'k', ')', '의', '값', '을', '구하', '시', '오', '.', '[', '4', '점', ']']",True,주관식,삼각함수
21,200,최상,4,0.06,0.0,0.0,0.0,0.0,0.0,확률과통계,2025-05-08,학력평가,"21. 최고차항의 계수가 1 이고 \( f(0)=0 \) 인 삼차함수 \( f(x) \) 와

실수 \( t \) 에 대하여 곡선 \( y=f(x) \) 와 직선 \( y=t \) 가 만나는 점의 개수를 \( g(t) \) 라 하자. 양수 \( a \) 와 함수 \( g(t) \) 가 다음 조건을 만족시킨다.

함수 \( g(t)+g(t-4) \) 는 \( t=0 \) 과 \( t=a \) 에서만 불연속이다.
\( f(a) \) 의 최솟값을 구하시오. [4점]","21. 최고차항의 계수가 1 이고 \( f(0)=0 \) 인 삼차함수 \( f(x) \) 와

실수 \( t \) 에 대하여 곡선 \( y=f(x) \) 와 직선 \( y=t \) 가 만나는 점의 개수를 \( g(t) \) 라 하자. 양수 \( a \) 와 함수 \( g(t) \) 가 다음 조건을 만족시킨다.

함수 \( g(t)+g(t-4) \) 는 \( t=0 \) 과 \( t=a \) 에서만 불연속이다.
\( f(a) \) 의 최솟값을 구하시오. [4점]","['21', '.', '최고차항', '의', '계수', '가', '1', '이', '고', 'f', '(', '0', ')', '=', '0', '인', '삼', '차', '함수', 'f', '(', 'x', ')', '와', '실수', 't', '에', '대하', '여', '곡선', 'y', '=', 'f', '(', 'x', ')', '와', '직선', 'y', '=', 't', '가', '만나', '는', '점', '의', '개수', '를', 'g', '(', 't', ')', '라', '하', '자', '.', '양수', 'a', '와', '함수', 'g', '(', 't', ')', '가', '다음', '조건', '을', '만족', '시킨다', '.', '함수', 'g', '(', 't', ')', '+', 'g', '(', 't', '-', '4', ')', '는', 't', '=', '0', '과', 't', '=', 'a', '에서', '만', '불연속', '이', '다', '.', 'f', '(', 'a', ')', '의', '최솟값', '을', '구하', '시', '오', '.', '[', '4', '점', ']']",True,주관식,함수의 극한과 연속
22,71,최상,4,0.04,0.0,0.0,0.0,0.0,0.0,확률과통계,2025-05-08,학력평가,"22. 모든 항이 실수인 수열 \( \left\{a_{n}\right\} \) 이 다음 조건을 만족시킨다.
(가) \( a_{1} \times a_{2}>0 \)
(나) 모든 자연수 \( n \) 에 대하여
\[
a_{n+1}=\left\{\begin{array}{ll}
a_{n}^{2} & \left(a_{n} \leq 0\right) \\
-2 a_{n}+3 & \left(a_{n}>0\right)
\end{array}\right.
\]

이다.
\( a_{3}=a_{5} \) 가 되도록 하는 모든 \( a_{1} \) 의 값의 합이 \( \frac{q}{p} \) 일 때, \( p+q \) 의 값을 구하시오. (단, \( p \) 와 \( q \) 는 서로소인 자연수이다.) [4점]","22. 모든 항이 실수인 수열 \( \left\{a_{n}\right\} \) 이 다음 조건을 만족시킨다.
(가) \( a_{1} \times a_{2}>0 \)
(나) 모든 자연수 \( n \) 에 대하여
\[
a_{n+1}=\left\{\begin{array}{ll}
a_{n}^{2} & \left(a_{n} \leq 0\right) \\
-2 a_{n}+3 & \left(a_{n}>0\right)
\end{array}\right.
\]

이다.
\( a_{3}=a_{5} \) 가 되도록 하는 모든 \( a_{1} \) 의 값의 합이 \( \frac{q}{p} \) 일 때, \( p+q \) 의 값을 구하시오. (단, \( p \) 와 \( q \) 는 서로소인 자연수이다.) [4점]","['22', '.', '모든', '항이', '실수', '인', '수열', '\\left', '{', 'a', '{', 'n', '}', '\\right', '}', '이', '다음', '조건', '을', '만족', '시킨다', '.', '(', '가', ')', 'a', '{', '1', '}', '\\times', 'a', '{', '2', '}', '0', '(', '나', ')', '모든', '자연수', 'n', '에', '대하', '여', '\\[', 'a', '_{', 'n', '+', '1', '}=\\', 'left', '\\{\\', 'begin', '{', 'array', '}{', 'll', '}', 'a', '_{', 'n', '}^{', '2', '}', '&', '\\', 'left', '(', 'a', '_{', 'n', '}', '\\', 'leq', '0', '\\', 'right', ')', '\\\\', '-', '2', 'a', '_{', 'n', '}+', '3', '&', '\\', 'left', '(', 'a', '_{', 'n', '}>', '0', '\\', 'right', ')', '\\', 'end', '{', 'array', '}\\', 'right', '.', '\\]', '이', '다', '.', 'a', '{', '3', '}', '=', 'a', '{', '5', '}', '가', '되', '도록', '하', '는', '모든', 'a', '{', '1', '}', '의', '값', '의', '합', '이', '\\frac', '{', 'q', '}', '{', 'p', '}', '일', '때', ',', 'p', '+', 'q', '의', '값', '을', '구하', '시', '오', '.', '(', '단', ',', 'p', '와', 'q', '는', '서로', '소인', '자연수', '이', '다', '.', ')', '[', '4', '점', ']']",True,주관식,수열
23,5,중하,2,0.88,0.01,0.02,0.03,0.06,0.88,확률과통계,2025-05-08,학력평가,"23. 두 사건 \( A, B \) 는 서로 배반사건이고
\[
\mathrm{P}(A)=\frac{1}{4}, \quad \mathrm{P}(B)=\frac{1}{6}
\]
일 때, \( \mathrm{P}(A \cup B) \) 의 값은? [2점]
(1) \( \frac{1}{4} \)
(2) \( \frac{7}{24} \)
(3) \( \frac{1}{3} \)
(4) \( \frac{3}{8} \)
(5) \( \frac{5}{12} \)","23. 두 사건 \( A, B \) 는 서로 배반사건이고
\[
\mathrm{P}(A)=\frac{1}{4}, \quad \mathrm{P}(B)=\frac{1}{6}
\]
일 때, \( \mathrm{P}(A \cup B) \) 의 값은? [2점]","['23', '.', '두', '사건', 'A', 'B', '는', '서로', '배반', '사건', '이', '고', '\\[', '\\', 'mathrm', '{', 'P', '}(', 'A', ')', '=\\', 'frac', '{', '1', '}{', '4', '},', '\\', 'quad', '\\', 'mathrm', '{', 'P', '}(', 'B', ')', '=\\', 'frac', '{', '1', '}{', '6', '}', '\\]', '일', '때', ',', '\\mathrm', '{', 'P', '}', '(', 'A', '\\cup', 'B', ')', '의', '값', '은', '?', '[', '2', '점', ']']",True,객관식,확률
24,4,중하,3,0.88,0.02,0.03,0.05,0.88,0.02,확률과통계,2025-05-08,학력평가,"24. 다항식 \( \left(x+\frac{1}{2}\right)^{8} \) 의 전개식에서 \( x^{5} \) 의 계수는? [3점]
(1) 4
(2) 5
(3) 6
(4) 7
(5) 8",24. 다항식 \( \left(x+\frac{1}{2}\right)^{8} \) 의 전개식에서 \( x^{5} \) 의 계수는? [3점],"['24', '.', '다항식', '\\left', '(', 'x', '+', '\\frac', '{', '1', '}', '{', '2', '}', '\\right', ')', '^', '{', '8', '}', '의', '전개식', '에서', 'x', '^', '{', '5', '}', '의', '계수', '는', '?', '[', '3', '점', ']']",True,객관식,확률
25,3,중,3,0.75,0.04,0.08,0.75,0.08,0.05,확률과통계,2025-05-08,학력평가,"25. 세 주사위 \( \mathrm{A}, \mathrm{B}, \mathrm{C} \) 를 동시에 던져서 나오는 눈의 수를 각각
\( a, b, c \) 라 할 때, \( a \times b \times c \) 의 값이 3 의 배수일 확률은? [3점]
(1) \( \frac{17}{27} \)
(2) \( \frac{2}{3} \)
(3) \( \frac{19}{27} \)
(4) \( \frac{20}{27} \)
(5) \( \frac{7}{9} \)","25. 세 주사위 \( \mathrm{A}, \mathrm{B}, \mathrm{C} \) 를 동시에 던져서 나오는 눈의 수를 각각
\( a, b, c \) 라 할 때, \( a \times b \times c \) 의 값이 3 의 배수일 확률은? [3점]","['25', '.', '세', '주사위', '\\mathrm', '{', 'A', '}', '\\mathrm', '{', 'B', '}', '\\mathrm', '{', 'C', '}', '를', '동시', '에', '던져서', '나오', '는', '눈', '의', '수', '를', '각각', 'a', 'b', 'c', '라', '할', '때', ',', 'a', '\\times', 'b', '\\times', 'c', '의', '값', '이', '3', '의', '배수', '일', '확률', '은', '?', '[', '3', '점', ']']",True,객관식,확률
